,episode length,cumulative reward,average reward
0,719,43.0,0.059805285118219746
1,1018,63.0,0.0618860510805501
2,1188,36.0,0.030303030303030304
3,1316,72.0,0.0547112462006079
4,1406,63.0,0.04480796586059744
5,662,19.0,0.028700906344410877
6,1277,55.0,0.04306969459671104
7,1424,40.0,0.028089887640449437
8,1117,57.0,0.051029543419874666
9,701,17.0,0.024251069900142655
10,1126,68.0,0.06039076376554174
11,1625,95.0,0.05846153846153846
12,1215,32.0,0.02633744855967078
13,1067,80.0,0.07497656982193064
14,1471,44.0,0.02991162474507138
15,1452,92.0,0.06336088154269973
16,493,13.0,0.02636916835699797
17,947,25.0,0.026399155227032733
18,660,23.0,0.03484848484848485
19,1520,78.0,0.05131578947368421
20,881,68.0,0.0771850170261067
21,905,48.0,0.05303867403314917
22,1401,70.0,0.049964311206281226
23,1326,38.0,0.02865761689291101
24,891,24.0,0.026936026936026935
25,1295,55.0,0.04247104247104247
26,1288,35.0,0.02717391304347826
27,1414,58.0,0.04101838755304102
28,927,35.0,0.037756202804746494
29,629,17.0,0.02702702702702703
30,1185,33.0,0.027848101265822784
31,1063,32.0,0.030103480714957668
32,990,80.0,0.08080808080808081
33,1596,49.0,0.03070175438596491
34,752,30.0,0.0398936170212766
35,858,77.0,0.08974358974358974
36,678,40.0,0.058997050147492625
37,1444,68.0,0.04709141274238227
38,1181,34.0,0.028789161727349702
39,376,8.0,0.02127659574468085
40,1477,77.0,0.052132701421800945
41,922,44.0,0.04772234273318872
42,1149,30.0,0.02610966057441253
43,775,45.0,0.05806451612903226
44,558,15.0,0.026881720430107527
45,1209,37.0,0.030603804797353185
46,424,10.0,0.02358490566037736
47,1656,48.0,0.028985507246376812
48,874,49.0,0.05606407322654462
49,1259,35.0,0.02779984114376489
50,815,21.0,0.025766871165644172
51,1635,82.0,0.05015290519877676
52,1752,67.0,0.03824200913242009
53,1105,31.0,0.028054298642533938
54,918,49.0,0.05337690631808279
55,1733,85.0,0.04904789382573572
56,1845,81.0,0.04390243902439024
57,782,63.0,0.08056265984654731
58,1761,69.0,0.039182282793867124
59,1574,71.0,0.04510800508259212
60,1341,84.0,0.06263982102908278
61,1050,26.0,0.024761904761904763
62,856,22.0,0.02570093457943925
63,1083,33.0,0.030470914127423823
64,509,13.0,0.025540275049115914
65,1310,35.0,0.026717557251908396
66,1135,39.0,0.03436123348017621
67,1702,83.0,0.04876615746180964
68,1133,31.0,0.02736098852603707
69,1233,84.0,0.0681265206812652
70,889,24.0,0.02699662542182227
71,902,75.0,0.08314855875831485
72,1226,56.0,0.04567699836867863
73,906,24.0,0.026490066225165563
74,1083,39.0,0.036011080332409975
75,721,43.0,0.059639389736477116
76,1152,52.0,0.04513888888888889
77,596,19.0,0.031879194630872486
78,832,44.0,0.052884615384615384
79,1406,92.0,0.06543385490753911
80,991,26.0,0.026236125126135216
81,693,41.0,0.05916305916305916
82,1654,75.0,0.04534461910519952
83,1101,27.0,0.02452316076294278
84,1580,47.0,0.029746835443037974
85,491,19.0,0.038696537678207736
86,1098,33.0,0.030054644808743168
87,1871,81.0,0.0432923570283271
88,1315,42.0,0.03193916349809886
89,1371,46.0,0.03355215171407731
90,1387,39.0,0.028118240807498196
91,1949,93.0,0.04771677783478707
92,1443,41.0,0.028413028413028413
93,1826,72.0,0.03943044906900329
94,1415,47.0,0.033215547703180213
95,749,41.0,0.05473965287049399
96,1167,75.0,0.06426735218508997
97,1489,90.0,0.06044325050369376
98,1254,39.0,0.03110047846889952
99,1249,30.0,0.02401921537229784
